entidad,departamento_entidad,orden,nit_entidad,cantidad,suma_valor_contrato
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL BAJO CAUCA Y DEL BAJO NECHÍ AMBACAN  CAUCASIA,Antioquia,TERRITORIAL,811003898,32,9509050634.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL MAGDALENA MEDIO  MEDELLIN,Antioquia,TERRITORIAL,900793275,146,27203117799.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL NORDESTE Y MAGDALENA MEDIO ANTIOQUEÑO ZONA NUS ASOMUNUS  SAN ROQUE,Antioquia,TERRITORIAL,900689854,13,1787262332.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL NORTE ANTIOQUEÑO  AMUNORTE,Antioquia,TERRITORIAL,811030395,114,9242316915.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO AMOCCIDENTE  MEDELLÍN,Antioquia,TERRITORIAL,900796602,637,32510307794.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL SUROESTE ANTIOQUEÑOAMSA,Antioquia,TERRITORIAL,900796236-3,7,17766000.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS DEL URABÁ ANTIOQUEÑO ASOMURA  APARTADÓ,Antioquia,TERRITORIAL,900795141,40,114201730357.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS RURALIDAD SOSTENIBLE  MEDELLIN,Antioquia,TERRITORIAL,901396895,44,1033218525.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS UNIDOS DEL SUR DE ANTIOQUIA MUSA  SONSÓN,Antioquia,TERRITORIAL,811003979,313,7627013857.0
ANTIOQUIA  ASOCIACIÓN DE MUNICIPIOS URABÁ DARIÉN  CARIBE ASOMUDACAR  NECOCLÍ,Antioquia,TERRITORIAL,901415647,50,42541953316.0
ANTIOQUIA  ASOCIACIÓN PROMOTORA DE TELEVISIÓN PISISI  TURBO,Antioquia,TERRITORIAL,900027416,12,71920000.0
ANTIOQUIA  BIBLIOTECA PÚBLICA PILOTO DE MEDELLÍN PARA AMÉRICA LATINA  MEDELLÍN,Antioquia,TERRITORIAL,890980150,8784,160196677675.0
ANTIOQUIA  CABILDO INDIGENA DE CRISTIANIA  JARDIN,Antioquia,TERRITORIAL,800224198,34,138540000.0
ANTIOQUIA  CÁMARA DE COMERCIO ABURRA SUR,Antioquia,TERRITORIAL,800157427,473,31180091824.0
ANTIOQUIA  CAMARA DE COMERCIO DEL MAGDALENA MEDIO Y NORDESTE ANTIOQUEÑO,Antioquia,TERRITORIAL,800029972,962,10278955626.0
ANTIOQUIA  CAMARA DE COMERCIO DEL ORIENTE ANTIOQUEÑO,Antioquia,TERRITORIAL,800015551,1746,19903082319.0
ANTIOQUIA  CÁMARA DE COMERCIO DE MEDELLÍN,Antioquia,TERRITORIAL,890905080,19862,276776380090.0
ANTIOQUIA  CÁMARA DE COMERCIO DE URABÁ  APARTADÓ,Antioquia,NACIONAL,890984659,508,5871900338.0
ANTIOQUIA  CASA MUNICIPAL DE LA CULTURA CALDAS,Antioquia,TERRITORIAL,800185741,725,9135391426.0
ANTIOQUIA  CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL MEDELLIN,Antioquia,NACIONAL,800130708,1,13650000.0
ANTIOQUIA  CENTRAL HIDROELÉCTRICA JUAN GARCÍA SAS ESP  MEDELLÍN,Antioquia,TERRITORIAL,900440889,2,25200000.0
ANTIOQUIA  CENTRAL HIDROELÉCTRICA SAN JOSÉ DE LA MONTAÑA SAS ESP  MEDELLÍN,Antioquia,TERRITORIAL,900778063,60,12556603392.0
ANTIOQUIA  CENTRO DE BIENESTAR DEL ANCIANO SAN ANTONIO  SONSÓN,Antioquia,TERRITORIAL,890980477,130,901063483.0
ANTIOQUIA  CENTRO DE DESARROLLO HUMANO INTEGRAL EL GUARCEÑITO SA  EL RETIRO,Antioquia,TERRITORIAL,900348354,30,168200816.0
ANTIOQUIA CENTRO DE FORMACIÓN INTEGRAL PARA EL TRABAJO CEFIT ENVIGADO,Antioquia,TERRITORIAL,811031876,920,11734730377.0
ANTIOQUIA  CENTRO EDUCATICO EL MANZANILLO  MEDELLÍN,Antioquia,TERRITORIAL,811040224,90,4153201669.0
ANTIOQUIA  CENTRO EDUCATIVO ANTONIO MARIA BEDOYA  BELLO,Antioquia,TERRITORIAL,811019948,141,263220291.0
ANTIOQUIA  CENTRO EDUCATIVO EL SALADO  MEDELLÍN,Antioquia,TERRITORIAL,811040863,49,80273433.0
ANTIOQUIA  CENTRO EDUCATIVO JUAN ANDRES PATIÑO   MEDELLÍN,Antioquia,TERRITORIAL,811026458,57,222140761.0
ANTIOQUIA  CENTRO EDUCATIVO LA ALDEA  MEDELLÍN,Antioquia,TERRITORIAL,811035850,50,
ANTIOQUIA  CENTRO EDUCATIVO LAS PLAYAS  MEDELLÍN,Antioquia,TERRITORIAL,811030068,45,88046208.0
ANTIOQUIA  CENTRO EDUCATIVO MEDIA LUNA  MEDELLÍN,Antioquia,TERRITORIAL,811026294,88,240141278.0
ANTIOQUIA  CENTRO EDUCATIVO PEDREGAL ALTO  MEDELLÍN,Antioquia,TERRITORIAL,811022893,40,93558586.0
ANTIOQUIA  CENTRO EDUCATIVO PERMANENTE MAZO  MEDELLÍN,Antioquia,TERRITORIAL,811035821,84,100349939.0
ANTIOQUIA  CENTRO EDUCATIVO RURAL LA MORENA  ENVIGADO,Antioquia,TERRITORIAL,811038322,14,33395923.0
ANTIOQUIA  CENTRO EDUCATIVO TRAVESIAS EL MORRO  MEDELLÍN,Antioquia,TERRITORIAL,811017858,121,275964628.0
ANTIOQUIA  CENTRO PROVINCIAL DE GESTIÓN MINERO AGROEMPRESARIAL DEL ALTO NORDESTE  SEGOVIA,Antioquia,TERRITORIAL,900060997,1017,19680960400.0
ANTIOQUIA  COMERCIALIZADORA LOTTIRED SAS  MEDELLÍN,Antioquia,TERRITORIAL,900357764,63,803585966.0
ANTIOQUIA  CONCEJO MUNICIPAL ARGELIA,Antioquia,TERRITORIAL,890981786,4,14515800.0
ANTIOQUIA  CONCEJO MUNICIPAL CALDAS,Antioquia,TERRITORIAL,890980447-1,209,1862578097.0
ANTIOQUIA  CONCEJO MUNICIPAL CARAMANTA,Antioquia,TERRITORIAL,890984132-5,16,7000000.0
ANTIOQUIA  CONCEJO MUNICIPAL DABEIBA,Antioquia,TERRITORIAL,890980094-5,22,103543795.0
ANTIOQUIA   CONCEJO MUNICIPAL DE AMALFI,Antioquia,TERRITORIAL,890981518-0,38,149894355.0
ANTIOQUIA  CONCEJO MUNICIPAL DE ANORÍ,Antioquia,TERRITORIAL,890982489,14,26865300.0
ANTIOQUIA  CONCEJO MUNICIPAL DE BRICEÑO,Antioquia,TERRITORIAL,890984415,11,150539118.0
ANTIOQUIA  CONCEJO MUNICIPAL DE CACERES,Antioquia,TERRITORIAL,900229386-7,3,30632682.0
ANTIOQUIA  CONCEJO MUNICIPAL DE CAMPAMENTO,Antioquia,TERRITORIAL,890982147,3,7580750.0
ANTIOQUIA  CONCEJO MUNICIPAL DE CHIGORODÓ,Antioquia,TERRITORIAL,890980998-8,11,263203515.0
ANTIOQUIA  CONCEJO MUNICIPAL DE CIUDAD BOLÍVAR,Antioquia,TERRITORIAL,890980330-9,57,244205461.0
ANTIOQUIA  CONCEJO MUNICIPAL DE COCORNÁ,Antioquia,NACIONAL,890984634,1,5923000.0
ANTIOQUIA  CONCEJO MUNICIPAL DE CONCEPCIÓN,Antioquia,TERRITORIAL,890983718-6,4,23784765.0
ANTIOQUIA  CONCEJO MUNICIPAL DE EL PEÑOL,Antioquia,TERRITORIAL,890980917,7,82700000.0
ANTIOQUIA  CONCEJO MUNICIPAL DE FRONTINO,Antioquia,TERRITORIAL,890983706-8,21,69547782.0
ANTIOQUIA  CONCEJO MUNICIPAL DE HISPANIA  HISPANIA,Antioquia,TERRITORIAL,890984986,3,3046900.0
ANTIOQUIA  CONCEJO MUNICIPAL DE MURINDÓ,Antioquia,TERRITORIAL,890984882,4,52421500.0
ANTIOQUIA  CONCEJO MUNICIPAL DE PUERTO TRIUNFO,Antioquia,TERRITORIAL,890983906,2,47712000.0
ANTIOQUIA  CONCEJO MUNICIPAL DE SAN FRANCISCO,Antioquia,TERRITORIAL,800022791-4,2,250000.0
ANTIOQUIA  CONCEJO MUNICIPAL DE VENECIA,Antioquia,TERRITORIAL,890980764-1,31,108101051.0
ANTIOQUIA  CONCEJO MUNICIPAL DE VIGIA DEL FUERTE,Bogotá DC,TERRITORIAL,800020665,2,44980000.0
ANTIOQUIA  CONCEJO MUNICIPAL DE ZARAGOZA,Antioquia,TERRITORIAL,890981150-4,25,113235328.0
ANTIOQUIA  CONCEJO MUNICIPAL EL CARMEN DE VIBORAL,Antioquia,TERRITORIAL,890982616-9,123,1327166733.0
ANTIOQUIA  CONCEJO MUNICIPAL EL SANTUARIO,Antioquia,TERRITORIAL,890983813,89,519303776.0
ANTIOQUIA  CONCEJO MUNICIPAL MUTATÁ,Antioquia,TERRITORIAL,890980950-5,5,72851322.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ABEJORRAL,Antioquia,TERRITORIAL,890981195-5,36,87395552.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ALEJANDRÍA,Antioquia,TERRITORIAL,890983701-1,16,56410922.0
ANTIOQUIA  CONCEJO MUNICIPIO DE AMAGÁ,Antioquia,TERRITORIAL,890981732-0,71,470037916.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ANDES,Antioquia,TERRITORIAL,890980342-7,67,835706339.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ANGELÓPOLIS,Antioquia,TERRITORIAL,890981493-5,16,57476940.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ANGOSTURA,Antioquia,TERRITORIAL,890982141-2,30,111948997.0
ANTIOQUIA  CONCEJO MUNICIPIO DE APARTADÓ,Antioquia,TERRITORIAL,890980095-2,106,960636405.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ARBOLETES,Antioquia,TERRITORIAL,900055067,10,65374964.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ARMENIA,Antioquia,TERRITORIAL,890983763-8,33,97007848.0
ANTIOQUIA  CONCEJO MUNICIPIO DE BARBOSA,Antioquia,TERRITORIAL,890980445-7,19,325869128.0
ANTIOQUIA  CONCEJO MUNICIPIO DE BELLO,Antioquia,TERRITORIAL,890980112-1,410,6674158778.0
ANTIOQUIA  CONCEJO MUNICIPIO DE BURITICÁ,Antioquia,TERRITORIAL,890983808-0,16,130087975.0
ANTIOQUIA  CONCEJO MUNICIPIO DE CAREPA,Antioquia,TERRITORIAL,890985316-0,58,123426070.0
ANTIOQUIA  CONCEJO MUNICIPIO DE CAROLINA,Antioquia,TERRITORIAL,890984068-1,17,69091815.0
ANTIOQUIA  CONCEJO MUNICIPIO DE CAUCASIA,Antioquia,TERRITORIAL,890906445-2,78,528401987.0
ANTIOQUIA  CONCEJO MUNICIPIO DE CISNEROS,Antioquia,TERRITORIAL,890910913-3,10,35295513.0
ANTIOQUIA  CONCEJO MUNICIPIO DE CONCORDIA,Antioquia,TERRITORIAL,819004878,22,59439563.0
ANTIOQUIA  CONCEJO MUNICIPIO DE COPACABANA,Antioquia,TERRITORIAL,890980767-3,136,643923572.0
ANTIOQUIA  CONCEJO MUNICIPIO DE DON MATIAS,Antioquia,TERRITORIAL,No Definido,53,380908680.0
ANTIOQUIA  CONCEJO MUNICIPIO DE EBÉJICO  EBEJICO,Antioquia,TERRITORIAL,890983664,2,14900000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE EL BAGRE,Antioquia,TERRITORIAL,890984221-2,295,1361088726.0
ANTIOQUIA  CONCEJO MUNICIPIO DE EL RETIRO,Antioquia,TERRITORIAL,890983674-0,127,1814079639.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ENTRERRIOS,Antioquia,TERRITORIAL,890982068-2,25,194503048.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ENVIGADO,Antioquia,TERRITORIAL,890907106-5,677,21033044351.0
ANTIOQUIA  CONCEJO MUNICIPIO DE GIRALDO,Antioquia,TERRITORIAL,890983786-7,20,57073009.0
ANTIOQUIA  CONCEJO MUNICIPIO DE GIRARDOTA,Antioquia,TERRITORIAL,890980807-1,69,1611917568.0
ANTIOQUIA  CONCEJO MUNICIPIO DE GUARNE,Antioquia,TERRITORIAL,890982055-7,202,1843359739.0
ANTIOQUIA  CONCEJO MUNICIPIO DE GUATAPÉ,Antioquia,TERRITORIAL,890983830,80,306834132.0
ANTIOQUIA  CONCEJO MUNICIPIO DE HELICONIA,Antioquia,TERRITORIAL,890982494-7,3,9990000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE ITAGÜÍ,Antioquia,TERRITORIAL,890980093-8,973,14086918233.0
ANTIOQUIA  CONCEJO MUNICIPIO DE JARDÍN,Antioquia,TERRITORIAL,890982294-0,60,347245934.0
ANTIOQUIA  CONCEJO MUNICIPIO DE JERICÓ,Antioquia,TERRITORIAL,890981069,6,37000000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE LA CEJA DEL TAMBO,Antioquia,TERRITORIAL,890981207-5,132,325401001.0
ANTIOQUIA  CONCEJO MUNICIPIO DE LA ESTRELLA,Antioquia,TERRITORIAL,890980782-4,183,3835108272.0
ANTIOQUIA  CONCEJO MUNICIPIO DE LA UNIÓN,Antioquia,TERRITORIAL,890981995-0,92,316913916.0
ANTIOQUIA  CONCEJO MUNICIPIO DE LIBORINA,Antioquia,TERRITORIAL,890983672-6,25,67572475.0
ANTIOQUIA  CONCEJO MUNICIPIO DE MACEO,Antioquia,TERRITORIAL,890980958-3,14,68427144.0
ANTIOQUIA  CONCEJO MUNICIPIO DE MARINILLA,Antioquia,TERRITORIAL,890983716-1,123,351672216.0
ANTIOQUIA  CONCEJO MUNICIPIO DE MEDELLÍN,Antioquia,TERRITORIAL,890905211-1,7484,169374978480.0
ANTIOQUIA  CONCEJO MUNICIPIO DE MONTEBELLO,Antioquia,TERRITORIAL,890981115-6,37,113040161.0
ANTIOQUIA  CONCEJO MUNICIPIO DE NARIÑO,Antioquia,TERRITORIAL,890982566,8,23424500.0
ANTIOQUIA  CONCEJO MUNICIPIO DE NECHÍ,Antioquia,TERRITORIAL,890.985.354-8,6,24000000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE OLAYA,Antioquia,TERRITORIAL,890984161-9,20,96003970.0
ANTIOQUIA  CONCEJO MUNICIPIO DE PUERTO BERRÍO,Antioquia,TERRITORIAL,890980049-3,38,104494914.0
ANTIOQUIA  CONCEJO MUNICIPIO DE RIONEGRO,Antioquia,TERRITORIAL,890907317,613,10714505678.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SABANETA,Antioquia,TERRITORIAL,890980331-6,706,13547350726.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SALGAR,Antioquia,TERRITORIAL,890980577-0,5,18500000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SAN CARLOS,Antioquia,TERRITORIAL,812005457,1,16700000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SAN JERÓNIMO,Antioquia,TERRITORIAL,890920814-5,76,321096172.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SAN ROQUE,Antioquia,TERRITORIAL,890980850-7,36,154340221.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SANTA BÁRBARA,Antioquia,TERRITORIAL,890980344-1,46,97126000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SANTAFÉ DE ANTIOQUIA,Antioquia,TERRITORIAL,890907569-1,103,1014050055.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SANTA ROSA DE OSOS,Antioquia,TERRITORIAL,890981554-6,44,743145753.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SANTO DOMINGO,Antioquia,TERRITORIAL,890983803-4,8,26084000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SAN VICENTE FERRER,Antioquia,TERRITORIAL,890982506-7,18,27566507.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SEGOVIA,Antioquia,TERRITORIAL,890981391-2,3,118000000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SONSÓN,Antioquia,TERRITORIAL,890980357-7,147,921036187.0
ANTIOQUIA  CONCEJO MUNICIPIO DE SOPETRÁN,Antioquia,TERRITORIAL,890981080-7,19,137000000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE TÁMESIS,Antioquia,TERRITORIAL,890.981.238-3,2,
ANTIOQUIA  CONCEJO MUNICIPIO DE TARSO,Antioquia,TERRITORIAL,890982583-4,21,82952826.0
ANTIOQUIA  CONCEJO MUNICIPIO DE TOLEDO,Antioquia,TERRITORIAL,900053574,6,49246445.0
ANTIOQUIA  CONCEJO MUNICIPIO DE TURBO,Antioquia,TERRITORIAL,841000125,43,510155050.0
ANTIOQUIA  CONCEJO MUNICIPIO DE URRAO,Antioquia,TERRITORIAL,890907515-4,29,115711881.0
ANTIOQUIA  CONCEJO MUNICIPIO DE VALDIVIA,Antioquia,TERRITORIAL,890981106-1,24,15287000.0
ANTIOQUIA  CONCEJO MUNICIPIO DE YARUMAL,Antioquia,TERRITORIAL,890980096-1,36,348572589.0
ANTIOQUIA  CONCEJO MUNICIPIO DE YOLOMBO,Antioquia,TERRITORIAL,890984030-2,33,100619834.0
ANTIOQUIA  CONCEJO MUNICIPIO DE YONDÓ,Antioquia,TERRITORIAL,890984265-6,89,285908893.0
ANTIOQUIA  CONCEJO SAN CARLOS ANTIOQUIA,Antioquia,TERRITORIAL,890983740-9,7,119680000.0
ANTIOQUIA  CONSEJO MUNICIPAL SAN PEDRO DE URABÁ,Antioquia,TERRITORIAL,890.983.814-5,27,102948092.0
ANTIOQUIA  CONTRALORÍA GENERAL DE ANTIOQUIA,Antioquia,TERRITORIAL,811000372,954,50082892539.0
ANTIOQUIA  CONTRALORÍA GENERAL DE MEDELLÍN,Antioquia,TERRITORIAL,811026988,1390,41468146797.0
ANTIOQUIA  CONTRALORÍA MUNICIPAL DE BELLO,Antioquia,TERRITORIAL,811040805,279,4483233508.0
ANTIOQUIA  CONTRALORÍA MUNICIPAL DE ENVIGADO,Antioquia,TERRITORIAL,811031484,224,1935953542.0
ANTIOQUIA  CONTRALORÍA MUNICIPAL DE ITAGÜÍ,Antioquia,TERRITORIAL,811036609,419,4281311802.0
ANTIOQUIA  CONTRALORIA MUNICIPAL DE RIONEGRO,Antioquia,TERRITORIAL,901449306,84,1725442585.0
ANTIOQUIA  CORPORACION CONCEJO MUNICIPAL DE PEQUE,Antioquia,TERRITORIAL,890982301,15,57457953.0
ANTIOQUIA  CORPORACIÓN GILBERTO ECHEVERRI MEJÍA  MEDELLÍN,Antioquia,TERRITORIAL,900679194,424,38885674317.0
ANTIOQUIA  CORPORACIÓN HOSPITAL INFANTIL CONCEJO DE MEDELLÍN,Antioquia,TERRITORIAL,900625317,11878,131254797495.0
ANTIOQUIA  CORPORACIÓN HOSPITAL SAN JUAN DE DIOS  UNIREMINGTON SANTA ROSA DE OSOS,Antioquia,TERRITORIAL,901249947,262,13621285873.0
ANTIOQUIA  CORPORACIÓN RED PRESTADORA DE SALUD DEL VALLE DEL ABURRA HOSPIRED  ITAGÜÍ,Antioquia,TERRITORIAL,900646450,18,1359047087.0
ANTIOQUIA  CORPORACIÓN RUTA N MEDELLÍN,Antioquia,TERRITORIAL,900323466,1984,300655787660.0
ANTIOQUIA  EICE  EDU HABITAT  SABANETA,Antioquia,TERRITORIAL,900272057,525,161593636844.0
ANTIOQUIA  EMPRESA AGROPECUARIA DE YONDÓ  FONDO GANADERO SA,Antioquia,TERRITORIAL,811036993,17,1311784856.0
ANTIOQUIA  EMPRESA AGUAS DE RIONEGRO SA ESP,Antioquia,TERRITORIAL,811008684,347,223632981144.0
ANTIOQUIA   EMPRESA AUTONOMA DE EL PEÑOL,Antioquia,TERRITORIAL,901537748-4,62,3234346049.0
ANTIOQUIA  EMPRESA AUTÓNOMA DEL MUNICIPIO DE GUATAPÉ,Antioquia,TERRITORIAL,800105497,594,102188113209.0
ANTIOQUIA  EMPRESA DE AGUAS DEL ORIENTE ANTIQUEÑO SA ESP  RETIRO,Antioquia,TERRITORIAL,811021223,161,8570254930.0
ANTIOQUIA  EMPRESA DE ALUMBRADO PÚBLICO DE SABANETA,Antioquia,TERRITORIAL,811042483,1029,52118591963.0
ANTIOQUIA  EMPRESA DE DESARROLLO COMPETITIVIDAD Y PRODUCTIVIDAD DE GUARNE  EMEGA,Antioquia,TERRITORIAL,901494307,107,18935005333.0
ANTIOQUIA  EMPRESA DE DESARROLLO SOSTENIBLE DEL MUNICIPIO DE MARINILLA,Antioquia,TERRITORIAL,901453183,161,34877489861.0
ANTIOQUIA  EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE EDESO  RIONEGRO,Antioquia,TERRITORIAL,900974762,2595,570746822620.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO DE LA CEJA  EMDUCE,Antioquia,TERRITORIAL,901105143,228,153648927410.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO DEL NORTE DE ANTIOQUIA EDUNA  SANTA ROSA DE OSOS,Antioquia,TERRITORIAL,901442761,61,13066419352.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO DEL OCCIDENTE  EDUOCCIDENTE,Antioquia,TERRITORIAL,901509210,52,17746536962.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO EDU  MEDELLIN,Antioquia,TERRITORIAL,900272057,5225,1740972254252.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO Y HÁBITAT SOSTENIBLE EDUH  TURBO,Antioquia,TERRITORIAL,901465989,72,65469073130.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE BELLO EDUNORTE  BELLO,Antioquia,TERRITORIAL,901465133,137,26856812806.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE EL CARMEN DE VIBORAL EDUR,Antioquia,TERRITORIAL,901521260,19,4034752596.0
ANTIOQUIA  EMPRESA DE DESARROLLO URBANO Y RURAL  EDUR  TÁMESIS,Antioquia,TERRITORIAL,901476496,35,958742590.0
ANTIOQUIA  EMPRESA DE GENERACIÓN Y PROMOCIÓN DE ENERGÍA DE ANTIOQUIA SA ESP  MEDELLÍN,Antioquia,TERRITORIAL,900251423,474,99834411039.0
ANTIOQUIA  EMPRESA DE SEGURIDAD DEL ORIENTE SAS  ESO RIONEGRO SAS,Antioquia,TERRITORIAL,900984614,1757,190842554390.0
ANTIOQUIA  EMPRESA DE SERVICIOS DE EL RETIRO  RETIRAR SA ESP,Antioquia,TERRITORIAL,811028985,427,18469441006.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS ARGELIA DE MARIA SA ESPAM SA  ARGELIA,Antioquia,TERRITORIAL,900304290,176,4126569482.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE ANDES SA ESP,Antioquia,TERRITORIAL,900691110,769,18728174039.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE BURITICA SA ESP,Antioquia,TERRITORIAL,900321949,422,2992680423.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DE COCORNA ESP,Antioquia,TERRITORIAL,811021485,388,5747701137.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE FRONTINO,Antioquia,TERRITORIAL,811019874,419,14963897233.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DE GRANADA ESPG,Antioquia,TERRITORIAL,811016501,477,5969766686.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DE MURINDO SAS ESP,Antioquia,TERRITORIAL,811034077,126,2749019001.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DE NARIÑO SAS ESP  NARIÑO,Antioquia,TERRITORIAL,901131020,119,2980674901.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE SAN FRANCISCO SAS ESP,Antioquia,TERRITORIAL,900657172,488,27433587845.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA ESP,Antioquia,TERRITORIAL,811014470,1100,52886132267.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE SANTA FE DE ANTIOQUIA SAS ESP,Antioquia,TERRITORIAL,901033936,113,3309101784.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE TAMANA CÁCERES SA ESP,Antioquia,TERRITORIAL,900390189,59,995322850.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DE URAMITA SAS ESP  URAMITA,Antioquia,TERRITORIAL,900332194,254,
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DOMICIALIARIOS DE ITUANGO SA ESP,Antioquia,TERRITORIAL,900622585,189,16388788050.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS AGUAS DE MACEO SAS ESP MACEO,Antioquia,TERRITORIAL,900345914,431,3881547221.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS AGUAS Y ASEO SA ESP   FREDONIA,Antioquia,TERRITORIAL,900270369,3,13284000.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DE YONDÓ ESP,Antioquia,TERRITORIAL,811021151,1796,56422222449.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO SA ESP  SANTO DOMINGO,Antioquia,TERRITORIAL,811043219,440,13527014898.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE ANGOSTURA SA  ESP,Antioquia,TERRITORIAL,900310485,284,1537035415.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE CARACOLÍ SA ESP  CARACOLÍ,Antioquia,TERRITORIAL,900148210,271,1250043052.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE CISNEROS SA ESP,Antioquia,TERRITORIAL,900152299,461,5496862170.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DEL CARMEN DE VIBORAL,Antioquia,TERRITORIAL,No Definido,1940,49834574489.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DEL MUNICIPIO DE GUATAPÉ ESP,Antioquia,TERRITORIAL,811037130,255,8710035433.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DEL MUNICIPIO DE SABANALARGA SA ESP,Antioquia,TERRITORIAL,900262356,529,10706836036.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE VALPARAÍSO SAS ESP  VALPARAÍSO,Antioquia,TERRITORIAL,900477448,144,1975260241.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS EMPUGI SA ESP  GIRALDO,Antioquia,TERRITORIAL,900409409,243,2503845844.0
ANTIOQUIA  EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS SA ESP  LIBORINA,Antioquia,TERRITORIAL,900154296,443,4177492223.0
ANTIOQUIA  EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS SAN ROQUE ESP,Antioquia,TERRITORIAL,900194193-5,35,401488391.0
